sentence_id,lemma,form,voice,case_pattern,argument_count,arguments
15048,ἐπικαλέω,ἐπεκάλεσαν,active,INTR,0,[]
15049,φοβέω,φοβηθῆτε,passive,INTR,0,[]
15050,εἰμί#1,ἐστιν,active,INTR,0,[]
15050,καλύπτω,κεκαλυμμένον,passive,INTR,0,[]
15050,ἀποκαλύπτω,ἀποκαλυφθήσεται,passive,INTR,0,[]
15050,γιγνώσκω,γνωσθήσεται,passive,INTR,0,[]
15051,λέγω,λέγω,active,INTR,0,[]
15051,λέγω,εἴπατε,active,INTR,0,[]
15052,ἀκούω,ἀκούετε,active,INTR,0,[]
15052,κηρύσσω,κηρύξατε,active,INTR,0,[]
15053,φοβέω,φοβεῖσθε,middle,INTR,0,[]
15053,ἀποκτείνω,ἀποκτεννόντων,active,INTR,0,[]
15053,δύναμαι,δυναμένων,middle,INTR,0,[]
15053,ἀποκτείνω,ἀποκτεῖναι,active,INTR,0,[]
15054,φοβέω,φοβεῖσθε,middle,INTR,0,[]
15054,δύναμαι,δυνάμενον,middle,INTR,0,[]
15054,ἀπόλλυμι,ἀπολέσαι,active,INTR,0,[]
15055,πωλέω,πωλεῖται,passive,INTR,0,[]
15056,πίπτω,πεσεῖται,middle,INTR,0,[]
15057,ἀριθμέω,ἠριθμημέναι,passive,INTR,0,[]
15057,εἰμί#1,εἰσίν,active,INTR,0,[]
15058,φοβέω,φοβεῖσθε,middle,INTR,0,[]
15059,διαφέρω,διαφέρετε,active,INTR,0,[]
15060,ὁμολογέω,ὁμολογήσει,active,INTR,0,[]
15060,ὁμολογέω,ὁμολογήσω,active,INTR,0,[]
15061,ἀρνέομαι,ἀρνήσηταί,middle,INTR,0,[]
15061,ἀρνέομαι,ἀρνήσομαι,middle,INTR,0,[]
15062,νομίζω,νομίσητε,active,INTR,0,[]
15062,ἔρχομαι,ἦλθον,active,INTR,0,[]
15062,βάλλω,βαλεῖν,active,INTR,0,[]
15063,ἔρχομαι,ἦλθον,active,INTR,0,[]
15063,βάλλω,βαλεῖν,active,INTR,0,[]
15064,ἔρχομαι,ἦλθον,active,INTR,0,[]
15064,διχάζω,διχάσαι,active,INTR,0,[]
15065,φιλέω,φιλῶν,active,INTR,0,[]
15065,εἰμί#1,ἔστιν,active,INTR,0,[]
15065,φιλέω,φιλῶν,active,INTR,0,[]
15065,εἰμί#1,ἔστιν,active,INTR,0,[]
15065,λαμβάνω,λαμβάνει,active,INTR,0,[]
15065,ἀκολουθέω,ἀκολουθεῖ,active,INTR,0,[]
15065,εἰμί#1,ἔστιν,active,INTR,0,[]
15066,εὑρίσκω,εὑρὼν,active,INTR,0,[]
15066,ἀπόλλυμι,ἀπολέσει,active,INTR,0,[]
15066,ἀπόλλυμι,ἀπολέσας,active,INTR,0,[]
15066,εὑρίσκω,εὑρήσει,active,INTR,0,[]
15067,δέχομαι,δεχόμενος,middle,INTR,0,[]
15067,δέχομαι,δέχεται,middle,INTR,0,[]
15067,δέχομαι,δεχόμενος,middle,INTR,0,[]
15067,δέχομαι,δέχεται,middle,INTR,0,[]
15067,ἀποστέλλω,ἀποστείλαντά,active,INTR,0,[]
15068,δέχομαι,δεχόμενος,middle,INTR,0,[]
15068,λαμβάνω,λήμψεται,middle,INTR,0,[]
15068,δέχομαι,δεχόμενος,middle,INTR,0,[]
15068,λαμβάνω,λήμψεται,middle,INTR,0,[]
15069,ποτίζω,ποτίσῃ,active,INTR,0,[]
15069,λέγω,λέγω,active,INTR,0,[]
15069,ἀπόλλυμι,ἀπολέσῃ,active,INTR,0,[]
47821,γίγνομαι,ἐγένετο,middle,INTR,0,[]
47821,τελέω,ἐτέλεσεν,active,INTR,0,[]
47821,διατάσσω,διατάσσων,active,INTR,0,[]
47822,μεταβαίνω,μετέβη,active,INTR,0,[]
47822,διδάσκω,διδάσκειν,active,INTR,0,[]
47822,κηρύσσω,κηρύσσειν,active,INTR,0,[]
47823,ἀκούω,ἀκούσας,active,INTR,0,[]
47823,πέμπω,πέμψας,active,INTR,0,[]
47823,λέγω,εἶπεν,active,INTR,0,[]
47824,εἰμί#1,εἶ,active,INTR,0,[]
47824,ἔρχομαι,ἐρχόμενος,middle,INTR,0,[]
47825,προσδοκάω,προσδοκῶμεν,active,INTR,0,[]
47826,ἀποκρίνω,ἀποκριθεὶς,passive,INTR,0,[]
47826,λέγω,εἶπεν,active,INTR,0,[]
47827,πορεύομαι,πορευθέντες,passive,INTR,0,[]
47827,ἀπαγγέλλω,ἀπαγγείλατε,active,INTR,0,[]
47827,ἀκούω,ἀκούετε,active,INTR,0,[]
47827,βλέπω,βλέπετε,active,INTR,0,[]
15073,ἀναβλέπω,ἀναβλέπουσιν,active,INTR,0,[]
15073,περιπατέω,περιπατοῦσιν,active,INTR,0,[]
15073,καθαρίζω,καθαρίζονται,passive,INTR,0,[]
15073,ἀκούω,ἀκούουσιν,active,INTR,0,[]
15073,ἐγείρω,ἐγείρονται,passive,INTR,0,[]
15073,εὐαγγελίζω,εὐαγγελίζονται,passive,INTR,0,[]
15074,εἰμί#1,ἐστιν,active,INTR,0,[]
15074,σκανδαλίζω,σκανδαλισθῇ,passive,INTR,0,[]
15075,πορεύομαι,πορευομένων,middle,INTR,0,[]
15075,ἄρχω,ἤρξατο,middle,INTR,0,[]
15075,λέγω,λέγειν,active,INTR,0,[]
15076,ἐξέρχομαι,ἐξήλθατε,active,INTR,0,[]
15076,θεάομαι,θεάσασθαι,middle,INTR,0,[]
15077,σαλεύω,σαλευόμενον,passive,INTR,0,[]
15078,ἐξέρχομαι,ἐξήλθατε,active,INTR,0,[]
15078,ὁράω,ἰδεῖν,active,INTR,0,[]
15079,ἀμφιέννυμι,ἠμφιεσμένον,passive,INTR,0,[]
15080,φορέω,φοροῦντες,active,INTR,0,[]
15081,ἐξέρχομαι,ἐξήλθατε,active,INTR,0,[]
15082,ὁράω,ἰδεῖν,active,INTR,0,[]
47828,λέγω,λέγω,active,INTR,0,[]
15084,εἰμί#1,ἐστιν,active,INTR,0,[]
15084,γράφω,γέγραπται,passive,INTR,0,[]
15085,ἀποστέλλω,ἀποστέλλω,active,INTR,0,[]
15085,κατασκευάζω,κατασκευάσει,active,INTR,0,[]
47830,λέγω,λέγω,active,INTR,0,[]
47831,ἐγείρω,ἐγήγερται,passive,INTR,0,[]
15087,εἰμί#1,ἐστιν,active,INTR,0,[]
15088,βιάζω,βιάζεται,passive,INTR,0,[]
15088,ἁρπάζω,ἁρπάζουσιν,active,INTR,0,[]
15089,προφητεύω,ἐπροφήτευσαν,active,INTR,0,[]
15089,ἐθέλω,θέλετε,active,INTR,0,[]
15089,δέχομαι,δέξασθαι,middle,INTR,0,[]
15089,εἰμί#1,ἐστιν,active,INTR,0,[]
15089,μέλλω,μέλλων,active,INTR,0,[]
15089,ἔρχομαι,ἔρχεσθαι,middle,INTR,0,[]
15090,ἔχω,ἔχων,active,INTR,0,[]
15090,ἀκούω,ἀκουέτω,active,INTR,0,[]
15091,ὁμοιόω,ὁμοιώσω,active,INTR,0,[]
15092,εἰμί#1,ἐστὶν,active,INTR,0,[]
15092,κάθημαι,καθημένοις,middle,INTR,0,[]
15092,προσφωνέω,προσφωνοῦντα,active,INTR,0,[]
15092,λέγω,λέγουσιν,active,INTR,0,[]
15093,αὐλέω,ηὐλήσαμεν,active,INTR,0,[]
15093,ὀρχέομαι,ὠρχήσασθε,middle,INTR,0,[]
15094,θρηνέω,ἐθρηνήσαμεν,active,INTR,0,[]
15094,κόπτω,ἐκόψασθε,middle,INTR,0,[]
47832,ἔρχομαι,ἦλθεν,active,INTR,0,[]
47832,ἐσθίω,ἐσθίων,active,INTR,0,[]
47832,πίνω,πίνων,active,INTR,0,[]
47832,λέγω,λέγουσιν,active,INTR,0,[]
47833,ἔχω,ἔχει,active,INTR,0,[]
15096,ἔρχομαι,ἦλθεν,active,INTR,0,[]
15096,ἐσθίω,ἐσθίων,active,INTR,0,[]
15096,πίνω,πίνων,active,INTR,0,[]
15096,λέγω,λέγουσιν,active,INTR,0,[]
15098,δικαιόω,ἐδικαιώθη,passive,INTR,0,[]
15099,ἄρχω,ἤρξατο,middle,INTR,0,[]
15099,ὀνειδίζω,ὀνειδίζειν,active,INTR,0,[]
15099,γίγνομαι,ἐγένοντο,middle,INTR,0,[]
15099,μετανοέω,μετενόησαν,active,INTR,0,[]
57380,γίγνομαι,ἐγένοντο,middle,INTR,0,[]
57380,γίγνομαι,γενόμεναι,middle,INTR,0,[]
57380,μετανοέω,μετενόησαν,active,INTR,0,[]
47834,λέγω,λέγω,active,INTR,0,[]
47835,εἰμί#1,ἔσται,middle,INTR,0,[]
15102,ὑψόω,ὑψωθήσῃ,passive,INTR,0,[]
15103,καταβιβάζω,καταβιβασθήσῃ,passive,INTR,0,[]
15103,γίγνομαι,ἐγενήθησαν,passive,INTR,0,[]
15103,γίγνομαι,γενόμεναι,middle,INTR,0,[]
15103,μένω,ἔμεινεν,active,INTR,0,[]
15104,λέγω,λέγω,active,INTR,0,[]
15104,εἰμί#1,ἔσται,middle,INTR,0,[]
15105,ἀποκρίνω,ἀποκριθεὶς,passive,INTR,0,[]
15105,λέγω,εἶπεν,active,INTR,0,[]
15106,ἐξομολογέω,ἐξομολογοῦμαί,middle,INTR,0,[]
15106,κρύπτω,ἔκρυψας,active,INTR,0,[]
15106,ἀποκαλύπτω,ἀπεκάλυψας,active,INTR,0,[]
15107,γίγνομαι,ἐγένετο,middle,INTR,0,[]
15108,παραδίδωμι,παρεδόθη,passive,INTR,0,[]
15108,ἐπιγιγνώσκω,ἐπιγινώσκει,active,INTR,0,[]
15108,ἐπιγιγνώσκω,ἐπιγινώσκει,active,INTR,0,[]
15108,βούλομαι,βούληται,middle,INTR,0,[]
15108,ἀποκαλύπτω,ἀποκαλύψαι,active,INTR,0,[]
15109,κοπιάω,κοπιῶντες,active,INTR,0,[]
15109,φορτίζω,πεφορτισμένοι,passive,INTR,0,[]
15109,ἀναπαύω,ἀναπαύσω,active,INTR,0,[]
15110,ἀείρω,ἄρατε,active,INTR,0,[]
15110,μανθάνω,μάθετε,active,INTR,0,[]
15110,εἰμί#1,εἰμι,active,INTR,0,[]
15110,εὑρίσκω,εὑρήσετε,active,INTR,0,[]
15111,εἰμί#1,ἐστιν,active,INTR,0,[]
15112,πορεύομαι,ἐπορεύθη,passive,INTR,0,[]
15113,πεινάω,ἐπείνασαν,active,INTR,0,[]
15113,ἄρχω,ἤρξαντο,middle,INTR,0,[]
15113,τίλλω,τίλλειν,active,INTR,0,[]
15113,ἐσθίω,ἐσθίειν,active,INTR,0,[]
15114,ὁράω,ἰδόντες,active,INTR,0,[]
15114,λέγω,εἶπαν,active,INTR,0,[]
15115,ποιέω,ποιοῦσιν,active,INTR,0,[]
15115,ἔξεστι,ἔξεστιν,active,INTR,0,[]
15115,ποιέω,ποιεῖν,active,INTR,0,[]
15116,λέγω,εἶπεν,active,INTR,0,[]
15117,ἀναγιγνώσκω,ἀνέγνωτε,active,INTR,0,[]
15117,ποιέω,ἐποίησεν,active,INTR,0,[]
15117,πεινάω,ἐπείνασεν,active,INTR,0,[]
15118,εἰσέρχομαι,εἰσῆλθεν,active,INTR,0,[]
15118,ἐσθίω,ἔφαγον,active,INTR,0,[]
15118,ἔξεστι,ἐξὸν,active,INTR,0,[]
15118,εἰμί#1,ἦν,active,INTR,0,[]
15118,ἐσθίω,φαγεῖν,active,INTR,0,[]
15119,ἀναγιγνώσκω,ἀνέγνωτε,active,INTR,0,[]
15119,βεβηλόω,βεβηλοῦσιν,active,INTR,0,[]
15119,εἰμί#1,εἰσιν,active,INTR,0,[]
15120,λέγω,λέγω,active,INTR,0,[]
15120,εἰμί#1,ἐστιν,active,INTR,0,[]
15121,γιγνώσκω,ἐγνώκειτε,active,INTR,0,[]
15121,εἰμί#1,ἐστιν,active,INTR,0,[]
15121,ἐθέλω,θέλω,active,INTR,0,[]
15121,καταδικάζω,κατεδικάσατε,active,INTR,0,[]
15123,εἰμί#1,ἐστιν,active,INTR,0,[]
15124,μεταβαίνω,μεταβὰς,active,INTR,0,[]
15124,ἔρχομαι,ἦλθεν,active,INTR,0,[]
15125,ἔχω,ἔχων,active,INTR,0,[]
15126,ἐπερωτάω,ἐπηρώτησαν,active,INTR,0,[]
15126,λέγω,λέγοντες,active,INTR,0,[]
15126,ἔξεστι,ἔξεστιν,active,INTR,0,[]
15126,θεραπεύω,θεραπεῦσαι,active,INTR,0,[]
15126,κατηγορέω,κατηγορήσωσιν,active,INTR,0,[]
15129,λέγω,εἶπεν,active,INTR,0,[]
15130,εἰμί#1,ἔσται,middle,INTR,0,[]
15130,ἔχω,ἕξει,active,INTR,0,[]
15130,ἐμπίπτω,ἐμπέσῃ,active,INTR,0,[]
15130,κρατέω,κρατήσει,active,INTR,0,[]
15130,ἐγείρω,ἐγερεῖ,active,INTR,0,[]
15131,διαφέρω,διαφέρει,active,INTR,0,[]
15132,ἔξεστι,ἔξεστιν,active,INTR,0,[]
15132,ποιέω,ποιεῖν,active,INTR,0,[]
15133,λέγω,λέγει,active,INTR,0,[]
15134,ἐκτείνω,ἔκτεινόν,active,INTR,0,[]
15135,ἐκτείνω,ἐξέτεινεν,active,INTR,0,[]
15135,ἀποκαθιστάνω,ἀπεκατεστάθη,passive,INTR,0,[]
15136,ἐξέρχομαι,ἐξελθόντες,active,INTR,0,[]
15136,λαμβάνω,ἔλαβον,active,INTR,0,[]
15136,ἀπόλλυμι,ἀπολέσωσιν,active,INTR,0,[]
15137,γιγνώσκω,γνοὺς,active,INTR,0,[]
15137,ἀναχωρέω,ἀνεχώρησεν,active,INTR,0,[]
15138,ἀκολουθέω,ἠκολούθησαν,active,INTR,0,[]
15138,θεραπεύω,ἐθεράπευσεν,active,INTR,0,[]
15138,ἐπιτιμέω,ἐπετίμησεν,active,INTR,0,[]
15138,ποιέω,ποιήσωσιν,active,INTR,0,[]
15139,πληρόω,πληρωθῇ,passive,INTR,0,[]
15139,λέγω,ῥηθὲν,passive,INTR,0,[]
15139,λέγω,λέγοντος,active,INTR,0,[]
15140,αἱρετίζω,ᾑρέτισα,active,INTR,0,[]
15140,εὐδοκέω,ηὐδόκησεν,active,INTR,0,[]
15141,τίθημι,θήσω,active,INTR,0,[]
15141,ἀπαγγέλλω,ἀπαγγελεῖ,active,INTR,0,[]
15142,ἐρίζω,ἐρίσει,active,INTR,0,[]
15142,κραυγάζω,κραυγάσει,active,INTR,0,[]
15142,ἀκούω,ἀκούσει,active,INTR,0,[]
15143,συντρίβω,συντετριμμένον,passive,INTR,0,[]
15143,κατάγνυμι,κατεάξει,active,INTR,0,[]
15143,τύφω,τυφόμενον,passive,INTR,0,[]
15143,σβέννυμι,σβέσει,active,INTR,0,[]
15143,ἐκβάλλω,ἐκβάλῃ,active,INTR,0,[]
15144,ἐλπίζω,ἐλπιοῦσιν,active,INTR,0,[]
15145,προσφέρω,προσηνέχθη,passive,INTR,0,[]
15145,δαιμονίζομαι,δαιμονιζόμενος,middle,INTR,0,[]
15146,θεραπεύω,ἐθεράπευσεν,active,INTR,0,[]
15146,λαλέω,λαλεῖν,active,INTR,0,[]
15146,βλέπω,βλέπειν,active,INTR,0,[]
15147,ἐξίστημι,ἐξίσταντο,middle,INTR,0,[]
15147,λέγω,ἔλεγον,active,INTR,0,[]
15148,εἰμί#1,ἐστιν,active,INTR,0,[]
15149,ἀκούω,ἀκούσαντες,active,INTR,0,[]
15149,λέγω,εἶπον,active,INTR,0,[]
15150,ἐκβάλλω,ἐκβάλλει,active,INTR,0,[]
15151,οἶδα,εἰδὼς,active,INTR,0,[]
15151,λέγω,εἶπεν,active,INTR,0,[]
15152,μερίζω,μερισθεῖσα,passive,INTR,0,[]
15152,ἐρημόω,ἐρημοῦται,passive,INTR,0,[]
15152,μερίζω,μερισθεῖσα,passive,INTR,0,[]
15152,ἵστημι,σταθήσεται,passive,INTR,0,[]
15153,ἐκβάλλω,ἐκβάλλει,active,INTR,0,[]
15153,μερίζω,ἐμερίσθη,passive,INTR,0,[]
15154,ἵστημι,σταθήσεται,passive,INTR,0,[]
15155,ἐκβάλλω,ἐκβάλλω,active,INTR,0,[]
15155,ἐκβάλλω,ἐκβάλλουσιν,active,INTR,0,[]
15156,εἰμί#1,ἔσονται,middle,INTR,0,[]
15157,ἐκβάλλω,ἐκβάλλω,active,INTR,0,[]
15157,φθάνω,ἔφθασεν,active,INTR,0,[]
15158,δύναμαι,δύναταί,middle,INTR,0,[]
15158,εἰσέρχομαι,εἰσελθεῖν,active,INTR,0,[]
15158,ἁρπάζω,ἁρπάσαι,active,INTR,0,[]
15158,δέω#1,δήσῃ,active,INTR,0,[]
15158,διαρπάζω,διαρπάσῃ,active,INTR,0,[]
15159,εἰμί#1,ὢν,active,INTR,0,[]
15159,εἰμί#1,ἐστιν,active,INTR,0,[]
15159,συνάγω,συνάγων,active,INTR,0,[]
15159,σκορπίζω,σκορπίζει,active,INTR,0,[]
47838,λέγω,λέγω,active,INTR,0,[]
47839,ἀφίημι,ἀφεθήσεται,passive,INTR,0,[]
47840,ἀφίημι,ἀφεθήσεται,passive,INTR,0,[]
15161,λέγω,εἴπῃ,active,INTR,0,[]
15161,ἀφίημι,ἀφεθήσεται,passive,INTR,0,[]
15162,λέγω,εἴπῃ,active,INTR,0,[]
15162,ἀφίημι,ἀφεθήσεται,passive,INTR,0,[]
15162,μέλλω,μέλλοντι,active,INTR,0,[]
15163,ποιέω,ποιήσατε,active,INTR,0,[]
15163,ποιέω,ποιήσατε,active,INTR,0,[]
15164,γιγνώσκω,γινώσκεται,passive,INTR,0,[]
15165,δύναμαι,δύνασθε,middle,INTR,0,[]
15165,λαλέω,λαλεῖν,active,INTR,0,[]
15165,εἰμί#1,ὄντες,active,INTR,0,[]
15166,λαλέω,λαλεῖ,active,INTR,0,[]
15167,ἐκβάλλω,ἐκβάλλει,active,INTR,0,[]
15167,ἐκβάλλω,ἐκβάλλει,active,INTR,0,[]
15168,λέγω,λέγω,active,INTR,0,[]
15168,λαλέω,λαλήσουσιν,active,INTR,0,[]
15168,ἀποδίδωμι,ἀποδώσουσιν,active,INTR,0,[]
15169,δικαιόω,δικαιωθήσῃ,passive,INTR,0,[]
15169,καταδικάζω,καταδικασθήσῃ,passive,INTR,0,[]
15170,ἀποκρίνω,ἀπεκρίθησαν,passive,INTR,0,[]
15170,λέγω,λέγοντες,active,INTR,0,[]
15171,ἐθέλω,θέλομεν,active,INTR,0,[]
15171,ὁράω,ἰδεῖν,active,INTR,0,[]
15172,ἀποκρίνω,ἀποκριθεὶς,passive,INTR,0,[]
15172,λέγω,εἶπεν,active,INTR,0,[]
15173,ἐπιζητέω,ἐπιζητεῖ,active,INTR,0,[]
15173,δίδωμι,δοθήσεται,passive,INTR,0,[]
15174,εἰμί#1,ἦν,active,INTR,0,[]
15174,εἰμί#1,ἔσται,middle,INTR,0,[]
47841,ἀνίστημι,ἀναστήσονται,middle,INTR,0,[]
47841,κατακρίνω,κατακρινοῦσιν,active,INTR,0,[]
47841,μετανοέω,μετενόησαν,active,INTR,0,[]
47843,ἐγείρω,ἐγερθήσεται,passive,INTR,0,[]
47843,κατακρίνω,κατακρινεῖ,active,INTR,0,[]
47843,ἔρχομαι,ἦλθεν,active,INTR,0,[]
47843,ἀκούω,ἀκοῦσαι,active,INTR,0,[]
15177,ἐξέρχομαι,ἐξέλθῃ,active,INTR,0,[]
15177,διέρχομαι,διέρχεται,middle,INTR,0,[]
15177,ζητέω,ζητοῦν,active,INTR,0,[]
15177,εὑρίσκω,εὑρίσκει,active,INTR,0,[]
15178,λέγω,λέγει,active,INTR,0,[]
15179,ἐπιστρέφω,ἐπιστρέψω,active,INTR,0,[]
15179,ἐξέρχομαι,ἐξῆλθον,active,INTR,0,[]
15180,ἔρχομαι,ἐλθὸν,active,INTR,0,[]
15180,εὑρίσκω,εὑρίσκει,active,INTR,0,[]
15180,σχολάζω,σχολάζοντα,active,INTR,0,[]
15180,σαρόω,σεσαρωμένον,passive,INTR,0,[]
15180,κοσμέω,κεκοσμημένον,passive,INTR,0,[]
15181,πορεύομαι,πορεύεται,middle,INTR,0,[]
15181,παραλαμβάνω,παραλαμβάνει,active,INTR,0,[]
15181,εἰσέρχομαι,εἰσελθόντα,active,INTR,0,[]
15181,κατοικέω,κατοικεῖ,active,INTR,0,[]
15181,γίγνομαι,γίνεται,middle,INTR,0,[]
15182,εἰμί#1,ἔσται,middle,INTR,0,[]
15183,λαλέω,λαλοῦντος,active,INTR,0,[]
15183,ἵστημι,εἱστήκεισαν,active,INTR,0,[]
15183,ζητέω,ζητοῦντες,active,INTR,0,[]
15183,λαλέω,λαλῆσαι,active,INTR,0,[]
15184,λέγω,εἶπεν,active,INTR,0,[]
47845,ἵστημι,ἑστήκασιν,active,INTR,0,[]
47845,ζητέω,ζητοῦντές,active,INTR,0,[]
47845,λαλέω,λαλῆσαι.,active,INTR,0,[]
47846,ἀποκρίνω,ἀποκριθεὶς,passive,INTR,0,[]
47846,λέγω,εἶπεν,active,INTR,0,[]
47846,λέγω,λέγοντι,active,INTR,0,[]
15186,εἰμί#1,ἐστιν,active,INTR,0,[]
15186,εἰμί#1,εἰσὶν,active,INTR,0,[]
15187,ἐκτείνω,ἐκτείνας,active,INTR,0,[]
15187,λέγω,εἶπεν,active,INTR,0,[]
15189,ποιέω,ποιήσῃ,active,INTR,0,[]
15189,εἰμί#1,ἐστίν,active,INTR,0,[]
15190,ἐξέρχομαι,ἐξελθὼν,active,INTR,0,[]
15190,κάθημαι,ἐκάθητο,middle,INTR,0,[]
15191,συνάγω,συνήχθησαν,passive,INTR,0,[]
15191,ἐμβαίνω,ἐμβάντα,active,INTR,0,[]
15191,κάθημαι,καθῆσθαι,middle,INTR,0,[]
15191,ἵστημι,εἱστήκει,active,INTR,0,[]
15192,λαλέω,ἐλάλησεν,active,INTR,0,[]
15192,λέγω,λέγων,active,INTR,0,[]
15193,ἐξέρχομαι,ἐξῆλθεν,active,INTR,0,[]
15193,σπείρω,σπείρων,active,INTR,0,[]
15193,σπείρω,σπείρειν,active,INTR,0,[]
15194,σπείρω,σπείρειν,active,INTR,0,[]
15194,πίπτω,ἔπεσεν,active,INTR,0,[]
15194,ἔρχομαι,ἦλθεν,active,INTR,0,[]
15194,κατεσθίω,κατέφαγεν,active,INTR,0,[]
15195,πίπτω,ἔπεσεν,active,INTR,0,[]
15195,ἔχω,εἶχεν,active,INTR,0,[]
15195,ἐξανατέλλω,ἐξανέτειλεν,active,INTR,0,[]
15195,ἔχω,ἔχειν,active,INTR,0,[]
15196,ἀνατέλλω,ἀνατείλαντος,active,INTR,0,[]
15196,καυματίζω,ἐκαυματίσθη,passive,INTR,0,[]
15196,ἔχω,ἔχειν,active,INTR,0,[]
15196,ξηραίνω,ἐξηράνθη,passive,INTR,0,[]
15197,πίπτω,ἔπεσεν,active,INTR,0,[]
15197,ἀναβαίνω,ἀνέβησαν,active,INTR,0,[]
15197,πνίγω,ἔπνιξαν,active,INTR,0,[]
15198,πίπτω,ἔπεσεν,active,INTR,0,[]
15198,δίδωμι,ἐδίδου,active,INTR,0,[]
15199,ἔχω,ἔχων,active,INTR,0,[]
15199,ἀκούω,ἀκουέτω,active,INTR,0,[]
15200,προσέρχομαι,προσελθόντες,active,INTR,0,[]
15200,λέγω,εἶπαν,active,INTR,0,[]
15201,λαλέω,λαλεῖς,active,INTR,0,[]
15202,ἀποκρίνω,ἀποκριθεὶς,passive,INTR,0,[]
15202,λέγω,εἶπεν,active,INTR,0,[]
47847,δίδωμι,δέδοται,passive,INTR,0,[]
47847,γιγνώσκω,γνῶναι,active,INTR,0,[]
47848,δίδωμι,δέδοται,passive,INTR,0,[]
15204,ἔχω,ἔχει,active,INTR,0,[]
15204,δίδωμι,δοθήσεται,passive,INTR,0,[]
15204,περισσεύω,περισσευθήσεται,passive,INTR,0,[]
15205,ἔχω,ἔχει,active,INTR,0,[]
15205,ἔχω,ἔχει,active,INTR,0,[]
15205,ἀείρω,ἀρθήσεται,passive,INTR,0,[]
15206,λαλέω,λαλῶ,active,INTR,0,[]
15206,βλέπω,βλέποντες,active,INTR,0,[]
15206,βλέπω,βλέπουσιν,active,INTR,0,[]
15206,ἀκούω,ἀκούοντες,active,INTR,0,[]
15206,ἀκούω,ἀκούουσιν,active,INTR,0,[]
15206,συνίημι,συνίουσιν,active,INTR,0,[]
15207,ἀναπληρόω,ἀναπληροῦται,passive,INTR,0,[]
15207,λέγω,λέγουσα,active,INTR,0,[]
15208,ἀκούω,ἀκούσετε,active,INTR,0,[]
15208,συνίημι,συνῆτε,active,INTR,0,[]
15208,βλέπω,βλέποντες,active,INTR,0,[]
15208,βλέπω,βλέψετε,active,INTR,0,[]
15208,ὁράω,ἴδητε,active,INTR,0,[]
15209,παχύνω,ἐπαχύνθη,passive,INTR,0,[]
15209,ἀκούω,ἤκουσαν,active,INTR,0,[]
15209,καμμύω,ἐκάμμυσαν,active,INTR,0,[]
15209,ὁράω,ἴδωσιν,active,INTR,0,[]
15209,ἀκούω,ἀκούσωσιν,active,INTR,0,[]
15209,συνίημι,συνῶσιν,active,INTR,0,[]
15209,ἐπιστρέφω,ἐπιστρέψωσιν,active,INTR,0,[]
15209,ἰάομαι,ἰάσομαι,middle,INTR,0,[]
15210,βλέπω,βλέπουσιν,active,INTR,0,[]
15210,ἀκούω,ἀκούουσιν,active,INTR,0,[]
15211,λέγω,λέγω,active,INTR,0,[]
15211,ἐπιθυμέω,ἐπεθύμησαν,active,INTR,0,[]
15211,ὁράω,ἰδεῖν,active,INTR,0,[]
15211,βλέπω,βλέπετε,active,INTR,0,[]
15211,ὁράω,ἴδαν,active,INTR,0,[]
15211,ἀκούω,ἀκοῦσαι,active,INTR,0,[]
15211,ἀκούω,ἀκούετε,active,INTR,0,[]
15211,ἀκούω,ἤκουσαν,active,INTR,0,[]
15212,ἀκούω,ἀκούσατε,active,INTR,0,[]
15212,σπείρω,σπείραντος,active,INTR,0,[]
15213,ἀκούω,ἀκούοντος,active,INTR,0,[]
15213,συνίημι,συνιέντος,active,INTR,0,[]
15213,ἔρχομαι,ἔρχεται,middle,INTR,0,[]
15213,ἁρπάζω,ἁρπάζει,active,INTR,0,[]
15213,σπείρω,ἐσπαρμένον,passive,INTR,0,[]
15214,εἰμί#1,ἐστιν,active,INTR,0,[]
15214,σπείρω,σπαρείς,passive,INTR,0,[]
15215,σπείρω,σπαρείς,passive,INTR,0,[]
15215,εἰμί#1,ἐστιν,active,INTR,0,[]
15215,ἀκούω,ἀκούων,active,INTR,0,[]
15215,λαμβάνω,λαμβάνων,active,INTR,0,[]
15216,ἔχω,ἔχει,active,INTR,0,[]
15216,εἰμί#1,ἐστιν,active,INTR,0,[]
15216,γίγνομαι,γενομένης,middle,INTR,0,[]
15216,σκανδαλίζω,σκανδαλίζεται,passive,INTR,0,[]
15217,σπείρω,σπαρείς,passive,INTR,0,[]
15217,εἰμί#1,ἐστιν,active,INTR,0,[]
15217,ἀκούω,ἀκούων,active,INTR,0,[]
15217,συμπνίγω,συμπνίγει,active,INTR,0,[]
15217,γίγνομαι,γίνεται,middle,INTR,0,[]
15218,σπείρω,σπαρείς,passive,INTR,0,[]
15218,εἰμί#1,ἐστιν,active,INTR,0,[]
15218,ἀκούω,ἀκούων,active,INTR,0,[]
15218,συνίημι,συνιείς,active,INTR,0,[]
15218,καρποφορέω,καρποφορεῖ,active,INTR,0,[]
15218,ποιέω,ποιεῖ,active,INTR,0,[]
15219,παρατίθημι,παρέθηκεν,active,INTR,0,[]
15219,λέγω,λέγων,active,INTR,0,[]
15220,ὁμοιόω,ὡμοιώθη,passive,INTR,0,[]
15220,σπείρω,σπείραντι,active,INTR,0,[]
